SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,LATITUDE,LONGITUDE
PAST SALE,May-31-2019,Single Family Residential,1664 Chesterland Ave,Lakewood,OH,44107,197000,3,2,Lakewood,1549,5662,1945,613,127,0,Sold,41.4778133,-81.7844907
PAST SALE,March-8-2019,Single Family Residential,2191 Clarence Ave,Lakewood,OH,44107,170500,3,2,Parkside,1200,3920,1922,697,142,0,Sold,41.4716244,-81.7820984
PAST SALE,November-15-2019,Single Family Residential,17139 Chatfield Ave,Cleveland,OH,44111,124000,3,2,Cleveland,1255,3484,1939,445,99,0,Sold,41.4461318,-81.817163
PAST SALE,August-28-2020,Single Family Residential,4487 W 172nd St,Cleveland,OH,44135,117000,3,1,Maplewood Sub/E R Cowins,1221,3920,1956,158,96,0,Sold,41.4326623,-81.816845
PAST SALE,September-29-2020,Single Family Residential,4477 W 133rd St,Cleveland,OH,44135,134900,3,2,Scott Hall Clark Co,1552,4791,1950,126,87,0,Sold,41.4324138,-81.7828674
PAST SALE,November-3-2020,Single Family Residential,3560 Tuttle Ave,Cleveland,OH,44111,160000,3,1,Elmwood,810,4791,1950,91,198,0,Sold,41.4560375,-81.8095621
PAST SALE,October-23-2020,Single Family Residential,4565 W 146th St,Cleveland,OH,44135,120000,3,1,Glenmore Gardens,1131,5227,1950,102,106,0,Sold,41.4302757,-81.7969634
PAST SALE,July-10-2020,Single Family Residential,14116 Courtland Ave,Cleveland,OH,44111,99000,3,1,Liberty 01,834,6098,1952,207,119,0,Sold,41.4459571,-81.7921582
PAST SALE,August-7-2020,Single Family Residential,4343 W 138th St,Cleveland,OH,44135,117000,3,1,Liberty,1108,4791,1941,179,106,0,Sold,41.4360924,-81.7881217
PAST SALE,June-30-2020,Single Family Residential,13518 Clifford Ave,Cleveland,OH,44135,80000,3,2,Liberty,1080,4791,1947,217,74,0,Sold,41.4450984,-81.7859965
PAST SALE,August-12-2020,Single Family Residential,3725 W 139th St,Cleveland,OH,44111,100000,2,1,Great Western,1100,5662,1916,174,91,0,Sold,41.451715,-81.7887624
PAST SALE,August-17-2020,Single Family Residential,3760 W 176th St,Cleveland,OH,44111,178000,3,2,Paul Allien Sub,1456,6534,1925,169,122,0,Sold,41.4508937,-81.8201291
PAST SALE,August-17-2020,Single Family Residential,3463 Berea Rd,Cleveland,OH,44111,107150,4,2,Settlement Properties Cos Lor,1342,4356,1930,169,80,0,Sold,41.458224,-81.7831237
PAST SALE,December-2-2020,Single Family Residential,3830 W 135th St,Cleveland,OH,44111,90000,3,1.5,Homesite Cos Fairwood Heights,1131,4791,1953,62,80,0,Sold,41.4499712,-81.7848858
PAST SALE,November-3-2020,Single Family Residential,3923 W 160th St,Cleveland,OH,44111,225000,4,2,Pasadena Park Allotment,1482,9583,1927,91,152,0,Sold,41.4479671,-81.8091351
PAST SALE,July-27-2020,Single Family Residential,31219 Muirfield Way,Westlake,OH,44145,290000,4,2.5,Westlake,2911,14810,1987,190,100,0,Sold,41.4221369,-81.9658615
PAST SALE,August-27-2020,Single Family Residential,31254 Bradley Rd,North Olmsted,OH,44070,150000,3,2,Olmsted 06,1666,58806,1953,159,90,0,Sold,41.399144,-81.9689721
PAST SALE,September-1-2020,Single Family Residential,3484 W 91st St,Cleveland,OH,44102,37000,2,2,Regal Park Allotment/S H Kleinma,1008,2613,1920,154,37,0,Sold,41.4592304,-81.7468461
PAST SALE,July-10-2020,Single Family Residential,3385 W 94th St,Cleveland,OH,44102,112250,3,2,Smith,1352,5662,1920,207,83,0,Sold,41.4614775,-81.7473163
PAST SALE,July-27-2020,Single Family Residential,2139 W 85th St,Cleveland,OH,44102,106000,3,1.5,Dc Taylor'sallotment,1548,2613,1895,190,68,0,Sold,41.4732741,-81.7429139
PAST SALE,October-24-2020,Single Family Residential,3552 W 99th St,Cleveland,OH,44102,105000,3,1.5,Cleveland,1144,4791,1922,101,92,0,Sold,41.4566523,-81.7525731
PAST SALE,September-14-2020,Single Family Residential,3418 W 88th St,Cleveland,OH,44102,83000,3,1,Dennison Ave Allotment,982,4791,1915,141,85,0,Sold,41.4605708,-81.7451044
PAST SALE,September-28-2020,Single Family Residential,1344 W 93rd St,Cleveland,OH,44102,60000,4,1,Jackson,1181,6098,1900,127,51,0,Sold,41.4816837,-81.7475727
PAST SALE,October-26-2020,Single Family Residential,10522 Edgewater Dr,Cleveland,OH,44102,2250000,5,5.5,Edgewater Park,6214,71874,1988,99,362,4,Sold,41.4885827,-81.7572702
PAST SALE,November-30-2020,Single Family Residential,2128 West Blvd,Cleveland,OH,44102,169000,4,2,Cleveland,1798,7405,1910,64,94,0,Sold,41.4734923,-81.7559279
PAST SALE,December-7-2020,Single Family Residential,3479 W 90th St,Cleveland,OH,44102,72000,3,1,Cleveland,1073,3049,1918,57,67,0,Sold,41.458947,-81.7456066
PAST SALE,June-30-2020,Single Family Residential,381 Oak Cliff Dr,Bay Village,OH,44140,395000,3,2.5,Shimansky Realty Cos Lake,1632,5662,1984,217,242,0,Sold,41.4841784,-81.8868472
PAST SALE,October-1-2020,Single Family Residential,23953 Frank St,North Olmsted,OH,44070,174900,3,1,North Olmsted,1233,6534,1946,124,142,0,Sold,41.4395381,-81.886218
PAST SALE,August-21-2020,Single Family Residential,516 Humiston Dr,Bay Village,OH,44140,491000,4,2.5,Dover Golf Allotment,2392,9583,1933,165,205,0,Sold,41.4800155,-81.8747282
PAST SALE,July-22-2020,Single Family Residential,22480 Westwood Rd,Fairview Park,OH,44126,156000,3,1,Rockport Sec 15,1015,8712,1952,195,154,0,Sold,41.44967,-81.868919
PAST SALE,October-27-2020,Single Family Residential,1839 Wynwood Dr,Rocky River,OH,44116,1310000,4,5,Rocky River,4000,14374,2020,98,328,0,Sold,41.470194,-81.8677016
PAST SALE,September-29-2020,Single Family Residential,21774 Westwood Rd,Fairview Park,OH,44126,237000,4,2.5,Fairview Park,1894,10018,1968,126,125,0,Sold,41.4495352,-81.8613115
PAST SALE,November-10-2020,Single Family Residential,1628 Queens Ct,Westlake,OH,44145,515000,4,4.5,Queens Court,4442,15245,1984,84,116,0,Sold,41.4639947,-81.9041326
PAST SALE,November-13-2020,Single Family Residential,4820 W 228th St,Fairview Park,OH,44126,245000,4,1.5,Mathersons Acres 04,2735,8712,1961,81,90,0,Sold,41.4323793,-81.8734618
PAST SALE,December-10-2020,Single Family Residential,820 Orchard Park Dr,Rocky River,OH,44116,238000,3,2.5,Orchard Park,1505,10890,1955,54,158,0,Sold,41.4750446,-81.8709445
PAST SALE,November-23-2020,Single Family Residential,2811 Gibson Dr,Rocky River,OH,44116,390000,4,2.5,Sandwick Blvd. Inc. Gibson Dr.,1960,10018,1959,71,199,0,Sold,41.4594883,-81.8719898
PAST SALE,November-25-2020,Single Family Residential,4140 W 223rd St,Fairview Park,OH,44126,158000,3,2,Janmar Sub 3,1248,9583,1925,69,127,0,Sold,41.4453573,-81.8674456
PAST SALE,September-18-2020,Single Family Residential,2521 W 15th St,Cleveland,OH,44113,212500,2,1,Jennings,1096,1306,1900,137,194,0,Sold,41.4778529,-81.6923749
PAST SALE,May-15-2020,Single Family Residential,2540 Hampton Rd,Rocky River,OH,44116,265000,4,2,Rocky River,1666,6098,1951,263,159,0,Sold,41.4695228,-81.842394
PAST SALE,October-28-2020,Single Family Residential,14626 Mitchell Ave,Cleveland,OH,44111,142000,3,2,Vineyard Villas,1152,4791,1925,97,123,0,Sold,41.4567464,-81.7982874
PAST SALE,August-25-2020,Single Family Residential,14606 Mitchell Ave,Cleveland,OH,44111,149900,4,1.5,Cleveland,1562,4356,1941,161,96,0,Sold,41.456811,-81.7975614
PAST SALE,June-30-2020,Single Family Residential,3511 Warren Rd,Cleveland,OH,44111,115000,4,2,Warrencrest,1466,5662,1905,217,78,0,Sold,41.4588621,-81.8045229
PAST SALE,January-22-2021,Single Family Residential,3553 W 136th St,Cleveland,OH,44111,109000,3,1,Moran,1174,4356,1917,11,93,0,Sold,41.4559335,-81.7853023
PAST SALE,September-18-2020,Single Family Residential,27386 Lusandra Cir,North Olmsted,OH,44070,265000,4,2.5,Laurel Woods,2508,23958,1974,137,106,0,Sold,41.4313065,-81.9243026
PAST SALE,September-23-2020,Single Family Residential,1542 Mendelssohn Dr,Westlake,OH,44145,399900,4,3.5,West Rdg,2755,15245,1971,132,145,33,Sold,41.464175,-81.9193566
PAST SALE,September-18-2020,Single Family Residential,28001 Lincoln Rd,Bay Village,OH,44140,305000,3,2.5,Deerpath,1800,10454,1963,137,169,0,Sold,41.4803002,-81.9294188
PAST SALE,August-14-2020,Single Family Residential,29644 Lake Rd,Bay Village,OH,44140,869000,5,4.5,Saddler,3120,26571,1925,172,279,0,Sold,41.4926966,-81.9468555
PAST SALE,October-6-2020,Single Family Residential,27237 Sturbridge Ln,Westlake,OH,44145,413000,4,2.5,Richmar,2654,17424,1974,119,156,0,Sold,41.4713191,-81.9226397
PAST SALE,November-3-2020,Single Family Residential,449 Canterbury Rd,Bay Village,OH,44140,235000,3,2,Elmwood Beach,1353,6534,1939,91,174,0,Sold,41.4825805,-81.9108068
PAST SALE,November-6-2020,Single Family Residential,578 Yarmouth Dr,Bay Village,OH,44140,307300,3,2,Yarmouth Colony Sub #1,1868,15681,1962,88,165,0,Sold,41.4803107,-81.9536094
PAST SALE,November-12-2020,Single Family Residential,30965 Clinton Dr,Bay Village,OH,44140,349900,4,2.5,Conwell 01,2335,15245,1971,82,150,0,Sold,41.4813444,-81.9628146
PAST SALE,September-9-2020,Single Family Residential,26580 Rose Rd,Westlake,OH,44145,238000,4,2,Dover,1417,36590,1952,146,168,0,Sold,41.4399064,-81.915924
PAST SALE,October-30-2020,Single Family Residential,27491 Dunford Rd,Westlake,OH,44145,174700,3,1.5,Westlake,2044,19602,1955,95,85,0,Sold,41.4357791,-81.9268394
PAST SALE,November-12-2020,Single Family Residential,31305 Park Ave,Westlake,OH,44145,525000,5,3.5,Park Sub,3110,22215,2015,82,169,25,Sold,41.4288721,-81.9675634
PAST SALE,November-18-2020,Single Family Residential,2428 Elmwood Dr,Westlake,OH,44145,292500,3,2,Forest Park,1887,16552,1954,76,155,0,Sold,41.4542034,-81.9162012
PAST SALE,July-29-2020,Single Family Residential,2057 Lark St,Lakewood,OH,44107,165000,4,2,Pleasant Hill Allotment,1452,4791,1922,188,114,0,Sold,41.4752516,-81.7747502
PAST SALE,September-4-2020,Single Family Residential,1564 Alameda Ave,Lakewood,OH,44107,150000,4,2,Gerard Companys 01,2103,6534,1915,151,71,0,Sold,41.4798324,-81.7779972
PAST SALE,July-2-2020,Single Family Residential,1520 Clarence Ave,Lakewood,OH,44107,322000,4,1.5,Clarence,3017,7405,1901,215,107,0,Sold,41.4813594,-81.7819703
PAST SALE,October-5-2020,Single Family Residential,3211 W 116th St,Cleveland,OH,44111,65000,4,2,Conger-Helper Realty Companys,1636,4791,1923,120,40,0,Sold,41.4649792,-81.7674013
PAST SALE,November-13-2020,Single Family Residential,1551 Clarence Ave,Lakewood,OH,44107,245000,3,1.5,E Nicholsons Clarence Ave,1911,5662,1914,81,128,0,Sold,41.4805662,-81.7812934
PAST SALE,May-21-2019,Single Family Residential,1081 Wagar Rd,Rocky River,OH,44116,437000,4,1.5,Beach Cliff II,2331,7840,1929,623,187,4,Sold,41.4776452,-81.851784
PAST SALE,September-29-2020,Single Family Residential,28575 Holly Dr,North Olmsted,OH,44070,193000,3,2,Olmsted Colony 01,1206,11325,1958,126,160,0,Sold,41.3961785,-81.9383287
PAST SALE,September-28-2020,Single Family Residential,4589 Williamstown Dr,North Olmsted,OH,44070,256000,4,2.5,Sandy Rdg 03,2432,11761,1969,127,105,1,Sold,41.4228746,-81.920188
PAST SALE,August-7-2020,Single Family Residential,5759 Revere Dr,North Olmsted,OH,44070,203000,4,2.5,Beverly Hills Park,1800,10890,1965,179,113,0,Sold,41.4061867,-81.9225118
PAST SALE,September-18-2020,Single Family Residential,26951 Westwood Ln,Olmsted Township,OH,44138,205000,3,2,K & L Builders Inc Breezewood,1771,21344,1964,137,116,0,Sold,41.3937212,-81.9282677
PAST SALE,July-30-2020,Single Family Residential,1540 Cordova Ave,Lakewood,OH,44107,245000,4,2,Lakewood,1512,4356,1912,187,162,0,Sold,41.4814258,-81.8160101
PAST SALE,October-23-2020,Single Family Residential,14230 Arlis Ave,Cleveland,OH,44111,172500,3,2,Ww Frick Sub 2,1219,5662,1960,102,142,0,Sold,41.4658314,-81.7933756
PAST SALE,October-30-2020,Single Family Residential,17473 Clifton Blvd,Lakewood,OH,44107,212500,4,2,Mathews & Gilberts 05,1712,10018,1919,95,124,0,Sold,41.4908707,-81.8195286
PAST SALE,October-15-2020,Single Family Residential,2226 Alger Rd,Lakewood,OH,44107,215000,4,1.5,George C Nansens Andmar,1716,7405,1950,110,125,0,Sold,41.4708701,-81.80085
PAST SALE,August-12-2020,Single Family Residential,13975 Clifton Blvd,Lakewood,OH,44107,262500,4,2,Lakewood,1791,9147,1911,174,147,0,Sold,41.4912088,-81.79376
PAST SALE,October-7-2020,Single Family Residential,1476 Olivewood Ave,Lakewood,OH,44107,120000,3,1,Lakewood,1416,3049,1904,118,85,0,Sold,41.4832613,-81.7939249
PAST SALE,August-21-2020,Single Family Residential,2099 Olive Ave,Lakewood,OH,44107,180000,3,1.5,Olive M Wagar Estate,1276,3049,1942,165,141,0,Sold,41.475366,-81.809434
PAST SALE,October-26-2020,Single Family Residential,16304 Clifton Blvd,Lakewood,OH,44107,302500,4,2.5,Lakewood,2850,9147,1909,99,106,0,Sold,41.4920306,-81.8112275
PAST SALE,September-30-2020,Single Family Residential,1295 Hall Ave,Lakewood,OH,44107,240500,3,1.5,West Lk Pk Sub,1690,3484,1914,125,142,0,Sold,41.4881704,-81.8116146
PAST SALE,October-9-2020,Single Family Residential,1192 Brockley Ave,Lakewood,OH,44107,300000,3,1.5,Delmar,1608,4791,1914,116,187,0,Sold,41.4909332,-81.8088477
PAST SALE,November-10-2020,Single Family Residential,15412 Lakewood Heights Blvd,Lakewood,OH,44107,200000,3,1.5,Arthur Heights,1824,5227,1923,84,110,0,Sold,41.4705494,-81.8039677
PAST SALE,August-19-2020,Single Family Residential,17602 Lakewood Heights Blvd,Lakewood,OH,44107,273000,4,1.5,Lakewood Heights,1884,6534,1924,167,145,0,Sold,41.4705155,-81.8184816
PAST SALE,November-10-2020,Single Family Residential,1340 Cook Ave,Lakewood,OH,44107,280000,4,2,Charles A Cooks Lake Ave,1690,4791,1908,84,166,0,Sold,41.4867836,-81.8008073
PAST SALE,November-18-2020,Single Family Residential,1612 Orchard Grove Ave,Lakewood,OH,44107,141000,3,2,Orchard Grove,1273,5662,1917,76,111,0,Sold,41.4792962,-81.8095621
PAST SALE,August-31-2020,Single Family Residential,1920 W 58th St,Cleveland,OH,44102,63000,2,1,Charles G Sommers & W B Winter,1152,3920,1900,155,55,0,Sold,41.4793259,-81.7266109
PAST SALE,October-9-2020,Single Family Residential,7127 Brinsmade Ave,Cleveland,OH,44102,21000,3,1,Myers & Schneiders,974,3484,1900,116,22,0,Sold,41.4668313,-81.7355298
PAST SALE,September-28-2020,Single Family Residential,1340 W 61st St,Cleveland,OH,44102,370475,3,2.5,Jacob B Ferkins,1800,4356,1900,127,206,0,Sold,41.4860932,-81.7285083
PAST SALE,September-15-2020,Single Family Residential,7512 Herman Ave,Cleveland,OH,44102,345000,2,2.5,Brunkhorst & Marshalls,1496,5227,1920,140,231,0,Sold,41.4844136,-81.7369633
PAST SALE,July-17-2020,Single Family Residential,1942 W 77th St,Cleveland,OH,44102,163000,2,1,S L Severances Allotment,1332,6534,1900,200,122,0,Sold,41.4787161,-81.7380304
PAST SALE,September-29-2020,Single Family Residential,20648 Woodstock Ave,Fairview Park,OH,44126,189900,2,2,Lorain Woods,1450,5227,1924,126,131,0,Sold,41.4521133,-81.8487964
PAST SALE,November-2-2020,Single Family Residential,4107 W 215th St,Fairview Park,OH,44126,197722,3,1.5,S H Kleinman Realty Cos Morni,1665,10018,1947,92,119,0,Sold,41.4482329,-81.8586977
PAST SALE,October-21-2020,Single Family Residential,2950 Northview Rd,Rocky River,OH,44116,209000,3,1.5,Rockport Sec 17,1488,12632,1952,104,140,0,Sold,41.4640325,-81.847644
PAST SALE,October-15-2020,Single Family Residential,295 Argyle Rd,Rocky River,OH,44116,640000,4,2.5,Rocky River,2888,13068,1927,110,222,0,Sold,41.4858513,-81.8410708
PAST SALE,December-22-2020,Single Family Residential,5223 W 46th St,Parma,OH,44134,115000,3,1.25,Parma,1064,4791,1952,42,108,0,Sold,41.4180852,-81.7171073
PAST SALE,June-30-2020,Single Family Residential,19737 Telbir Ave,Rocky River,OH,44116,229000,3,2,Rocky River Heights,1355,4791,1926,217,169,0,Sold,41.4759439,-81.8403359
PAST SALE,October-5-2020,Single Family Residential,2 Laurel Dr,Rocky River,OH,44116,395000,3,2.5,School Park Allotment,1982,6534,1984,120,199,200,Sold,41.4736678,-81.8444428
PAST SALE,September-30-2020,Single Family Residential,20949 Morewood Pkwy,Rocky River,OH,44116,455000,4,2.5,Realty Undeminity Cos.,2065,6098,1936,125,220,5,Sold,41.4756706,-81.8513146
PAST SALE,October-26-2020,Single Family Residential,3770 Carol Blvd,Rocky River,OH,44116,565000,4,3.5,Maynard Isabell,3171,16552,1950,99,178,0,Sold,41.45929,-81.8328086
PAST SALE,August-5-2020,Single Family Residential,2644 Hampton Rd,Rocky River,OH,44116,335000,3,3.5,Hillme,1759,6969,1941,181,190,0,Sold,41.4681728,-81.8425221
PAST SALE,October-15-2020,Single Family Residential,19096 Colahan Dr,Rocky River,OH,44116,349000,4,2,Colahan Drive,1711,8276,1958,110,204,0,Sold,41.4737809,-81.8340273
PAST SALE,August-14-2020,Single Family Residential,19276 Malvern Ave,Rocky River,OH,44116,250000,2,1.5,Malvern,1156,4791,1939,172,216,0,Sold,41.4778093,-81.8360764
PAST SALE,September-18-2020,Single Family Residential,1326 Park Row,Lakewood,OH,44107,245000,4,2,Mathews & Gilbert High Bridge,1415,5227,1910,137,173,0,Sold,41.484874,-81.8262574
PAST SALE,November-5-2020,Single Family Residential,2922 Lakeview Ave,Rocky River,OH,44116,290000,4,3,Westmoor-South 01,2049,5662,1951,89,142,0,Sold,41.4654954,-81.8436204
PAST SALE,January-20-2021,Single Family Residential,20951 Eastwood Ave,Fairview Park,OH,44126,252000,3,1.5,Fairview Park,1600,6969,1922,13,158,0,Sold,41.4501449,-81.8522535
PAST SALE,November-3-2020,Single Family Residential,1904 Corning Ave,Cleveland,OH,44109,182000,3,2.5,Ruth Curtiss,1650,4791,2006,91,110,0,Sold,41.4651539,-81.6962246
PAST SALE,November-18-2020,Single Family Residential,3441 W 63rd St,Cleveland,OH,44102,46000,4,2,Bateman & Turners,1620,3920,1910,76,28,0,Sold,41.4606808,-81.7297908
PAST SALE,August-10-2020,Single Family Residential,1504 Alameda Ave,Lakewood,OH,44107,260000,4,2,Gerard,1980,6534,1905,176,131,0,Sold,41.4814627,-81.7779972
PAST SALE,September-11-2020,Single Family Residential,1428 Grace Ave,Lakewood,OH,44107,407000,5,2.5,Lakewood,3004,12196,1897,144,135,0,Sold,41.4837487,-81.7806459
PAST SALE,November-11-2020,Single Family Residential,10813 Fortune Ave,Cleveland,OH,44111,95000,3,1.5,Lorain Hlnds,1017,4356,1925,83,93,0,Sold,41.4569173,-81.7617053
PAST SALE,August-24-2020,Single Family Residential,11016 Fortune Ave,Cleveland,OH,44111,100000,3,2.5,Lorain Highlands,1388,4356,1930,162,72,0,Sold,41.4573486,-81.763342
PAST SALE,November-9-2020,Single Family Residential,12919 Lake Ave,Lakewood,OH,44107,480000,5,3.5,Lakewood,2904,11761,1925,85,165,0,Sold,41.4910289,-81.7795993
PAST SALE,November-13-2020,Single Family Residential,1525 Alameda Ave,Lakewood,OH,44107,195000,5,1.5,Gerard Companys 01,2170,6534,1903,81,90,0,Sold,41.4809152,-81.7773991
PAST SALE,October-15-2020,Single Family Residential,4520 Fulton Rd,Cleveland,OH,44144,76000,4,1.5,Memphis Heights,1108,6534,1941,110,69,0,Sold,41.4332562,-81.7238055
PAST SALE,July-21-2020,Single Family Residential,4309 W 48th St,Cleveland,OH,44144,95000,3,1,Brookside Park,1263,4356,1922,196,75,0,Sold,41.4391789,-81.7186749
PAST SALE,October-26-2020,Single Family Residential,4226 W 59th St,Cleveland,OH,44144,125000,3,1.5,Brookside Park,1326,5662,1981,99,94,0,Sold,41.4415902,-81.727867
PAST SALE,July-6-2020,Single Family Residential,4085 W 49th St,Cleveland,OH,44144,66500,3,1,Parkview,1050,4791,1914,211,63,0,Sold,41.4454115,-81.7200003
PAST SALE,November-2-2020,Single Family Residential,4484 W 49th St,Cleveland,OH,44144,94000,3,1,Brookside Park,854,4791,1925,92,110,0,Sold,41.4343783,-81.7205134
PAST SALE,August-19-2020,Single Family Residential,3323 Highview Ave,Cleveland,OH,44109,109900,3,1.5,Highview,1417,3920,1924,167,78,0,Sold,41.4481264,-81.7059751
PAST SALE,December-7-2020,Single Family Residential,4111 Gifford Ave,Cleveland,OH,44109,135000,3,1,Brooklyn Rdg,1057,6969,1909,57,128,0,Sold,41.4336704,-81.7129987
PAST SALE,July-30-2020,Single Family Residential,2052 W 44th St,Cleveland,OH,44113,389000,3,2.5,Peach Orchard,1848,3920,2016,187,210,0,Sold,41.4778388,-81.7167419
PAST SALE,October-14-2020,Single Family Residential,2166 W 33rd St,Cleveland,OH,44113,220000,3,2,Barber & Lords,1305,5227,2003,111,169,0,Sold,41.4794456,-81.7086311
PAST SALE,August-10-2020,Single Family Residential,2136 W 29th St,Cleveland,OH,44113,275000,3,2,Barber & Lords Allotment,1607,38332,1880,176,171,0,Sold,41.4811146,-81.705182
PAST SALE,August-27-2020,Single Family Residential,1962 W 44th St,Cleveland,OH,44113,171150,3,2,Barber & Lords,1630,4356,1890,159,105,0,Sold,41.4803047,-81.7167401
PAST SALE,August-30-2020,Single Family Residential,3901 Franklin Blvd,Cleveland,OH,44113,650000,5,5,Cleveland,5193,15245,1880,156,125,0,Sold,41.4856377,-81.7144768
PAST SALE,July-6-2020,Single Family Residential,2142 W 41st St,Cleveland,OH,44113,355000,3,2.5,Ohio City,1824,3920,2016,211,195,0,Sold,41.4782296,-81.7136722
PAST SALE,January-15-2021,Single Family Residential,4423 Fenwick Ave,Cleveland,OH,44113,230000,3,2.5,Taylor & Hoyts,1300,3920,2020,18,177,0,Sold,41.473266,-81.717412
PAST SALE,February-20-2020,Single Family Residential,1514 Rosewood Ave,Lakewood,OH,44107,265000,3,1.5,Lakewood,1215,4791,1912,348,218,0,Sold,41.4819313,-81.8084091
PAST SALE,August-5-2020,Single Family Residential,8735 Torrance Ave,Brooklyn,OH,44144,138000,4,2,Memphis Villas,1374,5227,1952,181,100,0,Sold,41.4364602,-81.7461623
PAST SALE,August-25-2020,Single Family Residential,18216 Flamingo Ave,Cleveland,OH,44135,140000,3,2,Rocky River Park,1340,5227,1935,161,104,0,Sold,41.4333594,-81.8258988
PAST SALE,November-9-2020,Single Family Residential,12801 Guardian Blvd,Cleveland,OH,44135,105000,3,2,Guardian,1448,4791,1959,85,73,0,Sold,41.4424997,-81.7777836
PAST SALE,October-26-2020,Single Family Residential,3958 W 146th St,Cleveland,OH,44111,93500,3,1,Marshall Estates,944,6534,1948,99,99,0,Sold,41.4468283,-81.7970061
PAST SALE,October-14-2020,Single Family Residential,4411 W 171st St,Cleveland,OH,44135,178000,3,2,Puritas Park,1152,4791,1928,111,155,0,Sold,41.4348314,-81.8161382
PAST SALE,October-6-2020,Single Family Residential,4875 Autumn Ln,Brooklyn,OH,44144,165000,3,2.5,Brooklyn Airport,1442,6969,1968,119,114,0,Sold,41.4236674,-81.7497951
PAST SALE,November-12-2020,Single Family Residential,4510 W 152nd St,Cleveland,OH,44135,144900,3,2,Yorktown,1008,7405,1956,82,144,0,Sold,41.4316295,-81.8028573
PAST SALE,November-12-2020,Single Family Residential,12525 Mcgowan Ave,Cleveland,OH,44135,55000,3,1,Drexel Park,1208,3920,1929,82,46,0,Sold,41.429157,-81.7764592
PAST SALE,September-17-2020,Single Family Residential,1295 Bunts Rd,Lakewood,OH,44107,325000,7,3.5,C O Frick Companys,3100,6969,1925,138,105,0,Sold,41.4884159,-81.7894459
PAST SALE,October-9-2020,Single Family Residential,13897 Edgewater Dr,Lakewood,OH,44107,440000,5,4.5,Rockport Sec 22,2814,10018,1933,116,156,0,Sold,41.4935051,-81.7907733
PAST SALE,October-28-2020,Single Family Residential,14104 Bidwell Ave,Cleveland,OH,44111,119100,3,1,Cleveland,1044,5227,1950,97,114,0,Sold,41.4666523,-81.7912826
PAST SALE,July-14-2020,Single Family Residential,1301 Saint Charles Ave,Lakewood,OH,44107,260000,4,3.5,Lakewood Realty Company's,1651,4791,1908,203,157,0,Sold,41.4880151,-81.7979458
PAST SALE,November-6-2020,Single Family Residential,3154 W 138th St,Cleveland,OH,44111,188000,3,2.5,Boulevard Estates,1200,5227,1941,88,157,0,Sold,41.4674172,-81.7878654
PAST SALE,November-16-2020,Single Family Residential,1505 St. Charles Ave,Lakewood,OH,44107,251000,3,1.5,Lakewood,1648,7405,1925,78,152,0,Sold,41.4822406,-81.7980739
PAST SALE,August-25-2020,Single Family Residential,14616 Birchwood Ave,Cleveland,OH,44111,177000,3,2,Stillman Heights,1397,4356,1940,161,127,0,Sold,41.4659816,-81.7976468
PAST SALE,November-16-2020,Single Family Residential,1518 Elbur Ave,Lakewood,OH,44107,225000,4,2,Bailey Brewer & Frenchs Sub,1436,4356,1915,78,157,0,Sold,41.4818544,-81.7868192
PAST SALE,November-25-2020,Single Family Residential,1531 Wyandotte Ave,Lakewood,OH,44107,200000,4,2,Stein,1689,4356,1905,69,118,0,Sold,41.4816224,-81.7872673
PAST SALE,August-7-2020,Single Family Residential,2911 Brookview Blvd,Parma,OH,44134,119000,3,1.5,Homesite Cos Brook-View 05,1358,4356,1948,179,88,0,Sold,41.4172979,-81.7040507
PAST SALE,August-5-2019,Single Family Residential,3291 W 126th St,Cleveland,OH,44111,76000,3,1,Lenox Park Sub/J S Van De Boes,1056,6098,1921,547,72,0,Sold,41.4629832,-81.7768606
PAST SALE,September-27-2019,Single Family Residential,3275 W 125th St,Cleveland,OH,44111,25500,2,1,Cleveland,1232,3484,1894,494,21,0,Sold,41.4633522,-81.7759785
PAST SALE,June-11-2019,Single Family Residential,12923 Plover St,Lakewood,OH,44107,115000,2,1.5,Pleasant Hill Allotment,1175,3049,1912,602,98,0,Sold,41.4719649,-81.7787235
PAST SALE,March-18-2019,Single Family Residential,3375 W 127th St,Cleveland,OH,44111,44500,2,1,Lenox Park Allotment/J S Van Deb,1056,3920,1926,687,42,0,Sold,41.4608747,-81.7768971
PAST SALE,September-6-2019,Single Family Residential,3309 W 129th St,Cleveland,OH,44111,93000,3,2,Lorain Villas,1152,3484,1924,515,81,0,Sold,41.4625735,-81.7800307
PAST SALE,April-19-2019,Single Family Residential,3295 W 125th St,Cleveland,OH,44111,105000,4,1.5,Joseph S Van Deboes Lennox Park,1264,6098,1919,655,83,0,Sold,41.4628978,-81.7757329
PAST SALE,December-17-2019,Single Family Residential,3255 W 125th St,Cleveland,OH,44111,74900,4,2,Joseph Van Deboe Hager & Compa,1306,4791,1914,413,57,0,Sold,41.4640205,-81.7763792
PAST SALE,March-3-2020,Single Family Residential,1318 Belle Ave,Lakewood,OH,44107,214000,4,1.5,Lakewood,1668,4791,1908,336,128,0,Sold,41.4875842,-81.7973478
